,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
119,68,Private,211287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,40,United-States,>50K,233848
120,26,Private,181655,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,45,United-States,<=50K,10064
121,68,State-gov,235882,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,>50K,162124
122,49,Self-emp-inc,158685,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2377,40,United-States,>50K,154529
123,36,Private,370767,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,<=50K,26718
124,70,Self-emp-not-inc,155141,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,12,United-States,>50K,388994
125,27,Private,156516,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,2377,20,United-States,<=50K,10273
126,35,Local-gov,177305,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,40,United-States,<=50K,42780
127,23,Private,162945,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2377,40,United-States,<=50K,2378
128,81,Private,177408,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,26,United-States,>50K,70691
129,66,Self-emp-not-inc,427422,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,2377,25,United-States,>50K,243284
130,71,Private,152307,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,45,United-States,>50K,400179
131,68,Private,218637,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2377,55,United-States,>50K,198991
132,68,State-gov,202699,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,42,Unknown,>50K,307132
133,65,Unknown,240857,Bachelors,13,Married-civ-spouse,Unknown,Husband,White,Male,0,2377,40,United-States,>50K,444085
134,52,Private,222405,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,2377,40,United-States,<=50K,37110
135,40,Self-emp-inc,110862,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,50,United-States,<=50K,42481
136,68,Unknown,257269,Bachelors,13,Married-civ-spouse,Unknown,Husband,White,Male,0,2377,35,United-States,>50K,177817
137,21,Private,377931,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,48,United-States,<=50K,31204
138,35,Private,192923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,40,United-States,<=50K,17936
139,70,Self-emp-inc,207938,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,50,United-States,>50K,365020
140,61,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States,<=50K,44634
141,65,Self-emp-inc,81413,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,65,United-States,<=50K,7200
142,46,Private,214955,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,United-States,<=50K,25152
143,26,Local-gov,166295,Bachelors,13,Single,Prof-specialty,Not-in-family,White,Male,0,2339,55,United-States,<=50K,28750
144,59,Local-gov,147707,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,2339,40,United-States,<=50K,19949
145,61,Private,43554,5th-6th,3,Single,Handlers-cleaners,Not-in-family,Black,Male,0,2339,40,United-States,<=50K,48261
146,60,State-gov,358893,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,2339,40,United-States,<=50K,11776
147,49,Self-emp-inc,141058,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,2339,50,United-States,<=50K,45309
148,34,Private,25322,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,Unknown,<=50K,4506
149,25,Private,77071,Bachelors,13,Single,Prof-specialty,Own-child,White,Female,0,2339,35,United-States,<=50K,29425
150,55,Private,158702,Some-college,10,Single,Adm-clerical,Not-in-family,Black,Female,0,2339,45,Unknown,<=50K,23980
151,59,Local-gov,171328,HS-grad,9,Separated,Protective-serv,Other-relative,Black,Female,0,2339,40,United-States,<=50K,42537
152,28,State-gov,381789,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,2339,40,United-States,<=50K,23234
153,43,Unknown,152569,Assoc-voc,11,Widowed,Unknown,Not-in-family,White,Female,0,2339,36,United-States,<=50K,20446
154,56,Self-emp-not-inc,346635,Masters,14,Divorced,Sales,Unmarried,White,Female,0,2339,60,United-States,<=50K,7143
155,41,Private,162140,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2339,40,United-States,<=50K,7491
156,42,Private,191765,HS-grad,9,Single,Adm-clerical,Other-relative,Black,Female,0,2339,40,Trinadad&Tobago,<=50K,34470
157,28,Private,251905,Prof-school,15,Single,Prof-specialty,Not-in-family,White,Male,0,2339,40,Canada,<=50K,20919
158,40,Self-emp-not-inc,33310,Prof-school,15,Divorced,Other-service,Not-in-family,White,Female,0,2339,35,United-States,<=50K,41365
159,69,Private,228921,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0,2282,40,United-States,>50K,144636
160,66,Local-gov,36364,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2267,40,United-States,<=50K,34887
161,69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<=50K,15812
162,55,Local-gov,176046,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2267,40,United-States,<=50K,29590
163,57,Federal-gov,370890,HS-grad,9,Single,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,<=50K,47600
164,20,Self-emp-not-inc,157145,Some-college,10,Single,Farming-fishing,Own-child,White,Male,0,2258,10,United-States,<=50K,33455
165,33,Private,288825,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2258,84,United-States,<=50K,42818
166,30,Self-emp-not-inc,257295,Some-college,10,Single,Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,South,<=50K,31469
167,40,Private,287983,Bachelors,13,Single,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,2258,48,Philippines,<=50K,22264
168,38,Private,101978,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,2258,55,United-States,>50K,248859
169,46,State-gov,192779,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,2258,38,United-States,>50K,433517
170,29,Private,135296,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Female,0,2258,45,United-States,>50K,105483
171,57,Federal-gov,199114,Bachelors,13,Single,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,<=50K,22426
172,39,Private,156897,HS-grad,9,Single,Craft-repair,Own-child,White,Male,0,2258,42,United-States,>50K,249201
173,47,Private,138107,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2258,40,United-States,>50K,365609
174,26,Private,279833,Bachelors,13,Single,Exec-managerial,Not-in-family,White,Male,0,2258,45,United-States,>50K,308434
175,27,Self-emp-not-inc,208577,HS-grad,9,Single,Craft-repair,Not-in-family,White,Male,0,2258,50,United-States,<=50K,12863
176,23,Private,102942,Bachelors,13,Single,Prof-specialty,Own-child,White,Female,0,2258,40,United-States,>50K,222384
177,34,Private,36385,Masters,14,Single,Prof-specialty,Not-in-family,White,Male,0,2258,50,United-States,<=50K,24553
178,33,Private,176185,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,2258,42,United-States,<=50K,43394
179,38,Local-gov,162613,Masters,14,Single,Prof-specialty,Not-in-family,White,Female,0,2258,60,United-States,<=50K,38873
180,57,Private,121362,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,2258,38,United-States,>50K,184651
181,36,Private,145933,HS-grad,9,Single,Exec-managerial,Not-in-family,White,Male,0,2258,70,United-States,<=50K,43305
182,44,Federal-gov,29591,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,2258,40,United-States,>50K,240913
183,49,State-gov,269417,Doctorate,16,Single,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,>50K,301394
184,44,Self-emp-inc,178510,Some-college,10,Single,Sales,Not-in-family,White,Male,0,2258,60,United-States,<=50K,9011
185,55,Private,41108,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Male,0,2258,62,United-States,>50K,68488
186,45,Private,187901,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,2258,44,United-States,>50K,314657
187,48,Private,175070,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,2258,40,United-States,>50K,442641
188,31,Private,263561,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,45,United-States,>50K,278060
189,55,Local-gov,99131,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,2246,40,United-States,>50K,227618
190,70,Self-emp-not-inc,143833,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,40,United-States,>50K,56623
191,70,Self-emp-not-inc,124449,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,>50K,98186
192,73,Private,336007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,40,United-States,>50K,307966
193,72,Self-emp-not-inc,285408,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2246,28,United-States,>50K,402074
194,31,Private,327825,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,2238,40,United-States,<=50K,2489
195,28,Private,129460,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0,2238,35,United-States,<=50K,2899
196,23,Self-emp-not-inc,258298,Bachelors,13,Single,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,>50K,244336
197,49,Local-gov,102359,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,>50K,432802
198,27,Local-gov,92431,Some-college,10,Single,Protective-serv,Not-in-family,White,Male,0,2231,40,United-States,>50K,357325
199,90,Private,51744,HS-grad,9,Single,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,<=50K,6049
200,68,Private,166149,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,2206,30,United-States,<=50K,23435
201,65,Private,149811,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,2206,59,Canada,<=50K,40311
202,65,Unknown,143118,HS-grad,9,Widowed,Unknown,Unmarried,White,Female,0,2206,10,United-States,<=50K,38637
203,67,Private,118363,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,2206,5,United-States,<=50K,17588
204,66,Local-gov,362165,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Black,Female,0,2206,25,United-States,<=50K,35841
205,24,Private,379066,Some-college,10,Single,Adm-clerical,Not-in-family,White,Male,0,2205,24,United-States,<=50K,8219
206,44,Self-emp-not-inc,171424,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,2205,35,United-States,<=50K,9308
207,35,Private,108293,Some-college,10,Single,Adm-clerical,Own-child,White,Female,0,2205,40,United-States,<=50K,19400
208,20,Private,107801,Assoc-acdm,12,Single,Other-service,Own-child,White,Female,0,2205,18,United-States,<=50K,8989
209,38,Private,126675,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,<=50K,13092
210,39,Private,155603,Some-college,10,Single,Other-service,Own-child,Black,Female,0,2205,40,United-States,<=50K,13115
211,32,Private,27882,Some-college,10,Single,Machine-op-inspct,Other-relative,White,Female,0,2205,40,Holand-Netherlands,<=50K,9418
212,42,Private,242564,7th-8th,4,Single,Handlers-cleaners,Not-in-family,Black,Male,0,2205,40,United-States,<=50K,3581
213,63,Unknown,234083,HS-grad,9,Divorced,Unknown,Not-in-family,White,Female,0,2205,40,United-States,<=50K,41440
214,42,Self-emp-inc,23510,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2201,60,India,>50K,497325
215,64,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,<=50K,14306
216,28,Private,166481,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,<=50K,43397
217,41,Self-emp-inc,139916,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Other,Male,0,2179,84,Mexico,<=50K,49245
