,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
116,78,Self-emp-inc,188044,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2392,40,United-States,>50K,103167
117,71,Self-emp-inc,66624,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2392,60,United-States,>50K,78248
118,83,Self-emp-inc,153183,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2392,55,United-States,>50K,298158
119,68,Private,211287,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2392,40,United-States,>50K,408740
120,26,Private,181655,Technical School,11,Married-civ-spouse,Adm-clerical,Married,White,Male,0,2377,45,United-States,<=50K,4327
121,68,State-gov,235882,Advanced Degree,16,Married-civ-spouse,Prof-specialty,Married,White,Male,0,2377,60,United-States,>50K,151206
122,49,Self-emp-inc,158685,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,Female,0,2377,40,United-States,>50K,183017
123,36,Private,370767,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Married,White,Male,0,2377,60,United-States,<=50K,49893
124,70,Self-emp-not-inc,155141,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,Male,0,2377,12,United-States,>50K,86700
125,27,Private,156516,Bachelors Degree,10,Married-civ-spouse,Adm-clerical,Married,Black,Female,0,2377,20,United-States,<=50K,25420
126,35,Local-gov,177305,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2377,40,United-States,<=50K,27627
127,23,Private,162945,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,Male,0,2377,40,United-States,<=50K,11442
128,81,Private,177408,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2377,26,United-States,>50K,82501
129,66,Self-emp-not-inc,427422,Advanced Degree,16,Married-civ-spouse,Sales,Married,White,Male,0,2377,25,United-States,>50K,327552
130,71,Private,152307,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2377,45,United-States,>50K,118296
131,68,Private,218637,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,Male,0,2377,55,United-States,>50K,318959
132,68,State-gov,202699,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,Male,0,2377,42,Unknown,>50K,112432
133,65,Unknown,240857,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,Male,0,2377,40,United-States,>50K,226721
134,52,Private,222405,Highschool Graduate,9,Married-civ-spouse,Sales,Married,Black,Male,0,2377,40,United-States,<=50K,15264
135,40,Self-emp-inc,110862,Technical School,12,Married-civ-spouse,Craft-repair,Married,White,Male,0,2377,50,United-States,<=50K,24173
136,68,Unknown,257269,Bachelors Degree,13,Married-civ-spouse,Unknown,Married,White,Male,0,2377,35,United-States,>50K,347578
137,21,Private,377931,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2377,48,United-States,<=50K,49170
138,35,Private,192923,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,2377,40,United-States,<=50K,8728
139,70,Self-emp-inc,207938,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2377,50,United-States,>50K,184154
140,61,Self-emp-not-inc,36671,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,Male,0,2352,50,United-States,<=50K,9258
141,65,Self-emp-inc,81413,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,Male,0,2352,65,United-States,<=50K,21661
142,46,Private,214955,Highschool Graduate,3,Divorced,Craft-repair,Single,White,Female,0,2339,45,United-States,<=50K,11306
143,26,Local-gov,166295,Bachelors Degree,13,Single,Prof-specialty,Single,White,Male,0,2339,55,United-States,<=50K,12897
144,59,Local-gov,147707,Highschool Graduate,9,Widowed,Farming-fishing,Single,White,Male,0,2339,40,United-States,<=50K,44955
145,61,Private,43554,Highschool Graduate,3,Single,Handlers-cleaners,Single,Black,Male,0,2339,40,United-States,<=50K,11701
146,60,State-gov,358893,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,Female,0,2339,40,United-States,<=50K,37761
147,49,Self-emp-inc,141058,Bachelors Degree,10,Divorced,Exec-managerial,Single,White,Male,0,2339,50,United-States,<=50K,5001
148,34,Private,25322,Bachelors Degree,13,Married-spouse-absent,Machine-op-inspct,Single,Asian-Pac-Islander,Male,0,2339,40,Unknown,<=50K,25025
149,25,Private,77071,Bachelors Degree,13,Single,Prof-specialty,Single,White,Female,0,2339,35,United-States,<=50K,26186
150,55,Private,158702,Bachelors Degree,10,Single,Adm-clerical,Single,Black,Female,0,2339,45,Unknown,<=50K,35896
151,59,Local-gov,171328,Highschool Graduate,9,Separated,Protective-serv,Single,Black,Female,0,2339,40,United-States,<=50K,3368
152,28,State-gov,381789,Bachelors Degree,10,Separated,Exec-managerial,Single,White,Male,0,2339,40,United-States,<=50K,49117
153,43,Unknown,152569,Technical School,11,Widowed,Unknown,Single,White,Female,0,2339,36,United-States,<=50K,8814
154,56,Self-emp-not-inc,346635,Advanced Degree,14,Divorced,Sales,Single,White,Female,0,2339,60,United-States,<=50K,34181
155,41,Private,162140,Highschool Graduate,9,Divorced,Craft-repair,Single,White,Male,0,2339,40,United-States,<=50K,17512
156,42,Private,191765,Highschool Graduate,9,Single,Adm-clerical,Single,Black,Female,0,2339,40,Trinadad&Tobago,<=50K,30322
157,28,Private,251905,Technical School,15,Single,Prof-specialty,Single,White,Male,0,2339,40,Canada,<=50K,19761
158,40,Self-emp-not-inc,33310,Technical School,15,Divorced,Other-service,Single,White,Female,0,2339,35,United-States,<=50K,33219
159,69,Private,228921,Bachelors Degree,13,Widowed,Prof-specialty,Single,White,Male,0,2282,40,United-States,>50K,304567
160,66,Local-gov,36364,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,Male,0,2267,40,United-States,<=50K,22646
161,69,Private,124930,Highschool Graduate,3,Married-civ-spouse,Machine-op-inspct,Married,White,Male,0,2267,40,United-States,<=50K,27170
162,55,Local-gov,176046,Advanced Degree,14,Married-civ-spouse,Prof-specialty,Married,White,Female,0,2267,40,United-States,<=50K,30639
163,57,Federal-gov,370890,Highschool Graduate,9,Single,Adm-clerical,Single,White,Male,0,2258,40,United-States,<=50K,4582
164,20,Self-emp-not-inc,157145,Bachelors Degree,10,Single,Farming-fishing,Single,White,Male,0,2258,10,United-States,<=50K,42750
165,33,Private,288825,Highschool Graduate,9,Divorced,Craft-repair,Single,White,Male,0,2258,84,United-States,<=50K,11678
166,30,Self-emp-not-inc,257295,Bachelors Degree,10,Single,Sales,Single,Asian-Pac-Islander,Male,0,2258,40,South,<=50K,27690
167,40,Private,287983,Bachelors Degree,13,Single,Tech-support,Single,Asian-Pac-Islander,Female,0,2258,48,Philippines,<=50K,15524
168,38,Private,101978,Bachelors Degree,10,Separated,Machine-op-inspct,Single,White,Male,0,2258,55,United-States,>50K,416015
169,46,State-gov,192779,Technical School,12,Divorced,Adm-clerical,Single,White,Male,0,2258,38,United-States,>50K,123405
170,29,Private,135296,Bachelors Degree,13,Single,Exec-managerial,Single,White,Female,0,2258,45,United-States,>50K,105593
171,57,Federal-gov,199114,Bachelors Degree,13,Single,Adm-clerical,Single,White,Male,0,2258,40,United-States,<=50K,18599
172,39,Private,156897,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,2258,42,United-States,>50K,286346
173,47,Private,138107,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,Male,0,2258,40,United-States,>50K,343547
174,26,Private,279833,Bachelors Degree,13,Single,Exec-managerial,Single,White,Male,0,2258,45,United-States,>50K,281357
175,27,Self-emp-not-inc,208577,Highschool Graduate,9,Single,Craft-repair,Single,White,Male,0,2258,50,United-States,<=50K,48590
176,23,Private,102942,Bachelors Degree,13,Single,Prof-specialty,Single,White,Female,0,2258,40,United-States,>50K,127620
177,34,Private,36385,Advanced Degree,14,Single,Prof-specialty,Single,White,Male,0,2258,50,United-States,<=50K,1243
178,33,Private,176185,Highschool Graduate,8,Divorced,Craft-repair,Single,White,Male,0,2258,42,United-States,<=50K,12715
179,38,Local-gov,162613,Advanced Degree,14,Single,Prof-specialty,Single,White,Female,0,2258,60,United-States,<=50K,31287
180,57,Private,121362,Bachelors Degree,10,Widowed,Adm-clerical,Single,White,Female,0,2258,38,United-States,>50K,65477
181,36,Private,145933,Highschool Graduate,9,Single,Exec-managerial,Single,White,Male,0,2258,70,United-States,<=50K,37592
182,44,Federal-gov,29591,Bachelors Degree,13,Divorced,Tech-support,Single,White,Male,0,2258,40,United-States,>50K,406344
183,49,State-gov,269417,Advanced Degree,16,Single,Exec-managerial,Single,White,Female,0,2258,50,United-States,>50K,168158
184,44,Self-emp-inc,178510,Bachelors Degree,10,Single,Sales,Single,White,Male,0,2258,60,United-States,<=50K,5821
185,55,Private,41108,Bachelors Degree,10,Widowed,Farming-fishing,Single,White,Male,0,2258,62,United-States,>50K,455690
186,45,Private,187901,Highschool Graduate,9,Divorced,Farming-fishing,Single,White,Male,0,2258,44,United-States,>50K,239558
187,48,Private,175070,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,Female,0,2258,40,United-States,>50K,200974
188,31,Private,263561,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2246,45,United-States,>50K,438562
189,55,Local-gov,99131,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Single,White,Female,0,2246,40,United-States,>50K,230972
190,70,Self-emp-not-inc,143833,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2246,40,United-States,>50K,431604
191,70,Self-emp-not-inc,124449,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,Male,0,2246,8,United-States,>50K,387368
192,73,Private,336007,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,Male,0,2246,40,United-States,>50K,217406
193,72,Self-emp-not-inc,285408,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,Male,0,2246,28,United-States,>50K,476372
194,31,Private,327825,Highschool Graduate,9,Separated,Machine-op-inspct,Single,White,Female,0,2238,40,United-States,<=50K,12929
195,28,Private,129460,Highschool Graduate,6,Widowed,Adm-clerical,Single,White,Female,0,2238,35,United-States,<=50K,24052
196,23,Self-emp-not-inc,258298,Bachelors Degree,13,Single,Adm-clerical,Single,White,Male,0,2231,40,United-States,>50K,239638
197,49,Local-gov,102359,Highschool Graduate,5,Widowed,Handlers-cleaners,Single,White,Male,0,2231,40,United-States,>50K,188834
198,27,Local-gov,92431,Bachelors Degree,10,Single,Protective-serv,Single,White,Male,0,2231,40,United-States,>50K,82385
199,90,Private,51744,Highschool Graduate,9,Single,Other-service,Single,Black,Male,0,2206,40,United-States,<=50K,32148
200,68,Private,166149,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,Female,0,2206,30,United-States,<=50K,29652
201,65,Private,149811,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,Female,0,2206,59,Canada,<=50K,41239
202,65,Unknown,143118,Highschool Graduate,9,Widowed,Unknown,Single,White,Female,0,2206,10,United-States,<=50K,28692
203,67,Private,118363,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,Female,0,2206,5,United-States,<=50K,38693
204,66,Local-gov,362165,Bachelors Degree,13,Widowed,Prof-specialty,Single,Black,Female,0,2206,25,United-States,<=50K,12602
205,24,Private,379066,Bachelors Degree,10,Single,Adm-clerical,Single,White,Male,0,2205,24,United-States,<=50K,30635
206,44,Self-emp-not-inc,171424,Bachelors Degree,10,Divorced,Machine-op-inspct,Single,White,Male,0,2205,35,United-States,<=50K,19000
207,35,Private,108293,Bachelors Degree,10,Single,Adm-clerical,Single,White,Female,0,2205,40,United-States,<=50K,46244
208,20,Private,107801,Technical School,12,Single,Other-service,Single,White,Female,0,2205,18,United-States,<=50K,40336
209,38,Private,126675,Highschool Graduate,9,Divorced,Craft-repair,Single,White,Male,0,2205,40,United-States,<=50K,23855
210,39,Private,155603,Bachelors Degree,10,Single,Other-service,Single,Black,Female,0,2205,40,United-States,<=50K,28059
211,32,Private,27882,Bachelors Degree,10,Single,Machine-op-inspct,Single,White,Female,0,2205,40,Holand-Netherlands,<=50K,25285
212,42,Private,242564,Highschool Graduate,4,Single,Handlers-cleaners,Single,Black,Male,0,2205,40,United-States,<=50K,14726
213,63,Unknown,234083,Highschool Graduate,9,Divorced,Unknown,Single,White,Female,0,2205,40,United-States,<=50K,46987
214,42,Self-emp-inc,23510,Advanced Degree,14,Divorced,Exec-managerial,Single,Asian-Pac-Islander,Male,0,2201,60,India,>50K,453979
215,64,Private,181232,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,Male,0,2179,40,United-States,<=50K,1576
216,28,Private,166481,Highschool Graduate,4,Married-civ-spouse,Handlers-cleaners,Married,Other,Male,0,2179,40,Puerto-Rico,<=50K,3060
217,41,Self-emp-inc,139916,Technical School,11,Married-civ-spouse,Sales,Married,Other,Male,0,2179,84,Mexico,<=50K,2902
