,zpid,price,priceLabel,beds,baths,area,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,shouldShowZestimateAsPrice,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,availabilityDate,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.openHouse,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,variableData,hdpData.homeInfo.unit,buildingId,lotId,minBeds,minBaths,minArea,unitCount,buildingName,isBuilding,badgeInfo,canSaveBuilding,lotAreaString,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.listing_sub_type.is_bankOwned,hdpData.homeInfo.videoCount,hdpData.homeInfo.listing_sub_type.is_newHome,hdpData.homeInfo.newConstructionType,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,hdpData.homeInfo.listing_sub_type.is_comingSoon,variableData.data.isFresh,communityName,isPropertyResultCDP,style,isCdpResult,hdpData.homeInfo.group_type,hdpData.homeInfo.priceSuffix,hdpData.homeInfo.providerListingID,info3String,info1String,brokerName,plid,badgeInfo.type,badgeInfo.text
10,,"From $395,000",,,,,FOR_SALE,One Miami East Condo,False,,,https://photos.zillowstatic.com/fp/b44429a63648a62e640c69a4099354bb-p_e.jpg,True,,,,/b/335-s-biscayne-blvd-miami-fl-5XjBHc/,,,True,,False,"335 S Biscayne Blvd, Miami, FL",False,False,False,,131084349.0,25.771225,-80.18724,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.771225--80.18724,1001448163.0,1.0,1.0,539.0,21.0,One Miami East Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,"From $325,000",,,,,FOR_SALE,Vizcayne South Condo,False,,,https://photos.zillowstatic.com/fp/56d386321c79cb66dea76891362e88f1-p_e.jpg,True,,,,/b/253-ne-2nd-st-miami-fl-5Xj48H/,,,False,,False,"253 NE 2nd St, Miami, FL",False,False,False,,131084349.0,25.776608,-80.18833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.776608--80.18833,1001433397.0,0.0,1.0,506.0,14.0,Vizcayne South Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,"From $348,500",,,,,FOR_SALE,Mediterranea Condo,False,,,https://photos.zillowstatic.com/fp/6a3a8c5649bcf6ca307aa1bd21f772d9-p_e.jpg,True,,,,/b/117-nw-42nd-ave-miami-fl-5XjbN7/,,,False,,False,"117 NW 42nd Ave, Miami, FL",False,False,False,,131084349.0,25.772907,-80.2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.772907--80.2633,1001498804.0,1.0,1.0,703.0,3.0,Mediterranea Condo,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2057943568,"$185,000",$185K,,,,FOR_SALE,Lot / Land for sale,False,False,False,https://photos.zillowstatic.com/fp/50e554d9b5fe23f19454608f9d3e56f3-p_e.jpg,True,False,,False,/homedetails/181-Saint-103-Miami-FL-33157/2057943568_zpid/,ForSale,For Sale (Broker),False,False,False,"181 Saint #103, Miami, FL 33157",False,False,False,,3500684349.0,25.715708,-80.24771,,,2057943568.0,181 Saint #103,33157,Miami,FL,25.715708,-80.24771,185000.0,,,,LOT,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,185000.0,,True,False,False,USD,USA,,4642.0,acres,False,,# 103,,,,,,,,,,,"4,642 acres",,,,,,,,,,,,,,,,,,,,,,,,,,
14,,"From $405,000",,,,,FOR_SALE,Terrazas Riverpark Villag,False,,,https://photos.zillowstatic.com/fp/22e04e766d5ad30389f501b681be7246-p_e.jpg,True,,,,/b/1861-nw-south-river-dr-miami-fl-5XhxSV/,,,True,,False,"1861 NW South River Dr, Miami, FL",False,False,False,,131084349.0,25.78521,-80.2259,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78521--80.2259,1001422187.0,1.0,2.0,887.0,8.0,Terrazas Riverpark Villag,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,"From $516,999",,,,,FOR_SALE,Paramount Miami Worldcent,False,,,https://photos.zillowstatic.com/fp/d7e1460271190169414f86b976052a54-p_e.jpg,True,,,,/b/851-ne-1st-ave-miami-fl-9gfG7P/,,,True,,False,"851 NE 1st Ave, Miami, FL",False,False,False,,131084349.0,25.78287,-80.19192,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.78287--80.19192,2171359020.0,0.0,0.0,528.0,64.0,Paramount Miami Worldcent,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"From $345,000",,,,,FOR_SALE,One Miami East,False,,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=25.771482467651367,-80.18627166748047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bPp-kmAHotulQaWpRSjyAemJFw8=",,,,,/b/335-s-biscayne-blvd-miami-fl-5XjBHc/,,,True,,False,"335 Biscayne Blvd, Miami, FL",False,False,False,,131084349.0,25.771482,-80.18627,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.771482--80.18627,1001448163.0,0.0,1.0,507.0,9.0,One Miami East,True,,False,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=25.771482467651367,-80.18627166748047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ObtEEA3nT9uWnrS0TD0U3l3V9kM=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=25.771482467651367,-80.18627166748047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=EpMQetGRV4xyTx5mj6fS_rQBrbg=",,,,,,,,,,,,,,,,,,,,,,,,
17,,"From $420,000",,,,,FOR_SALE,Shamrock By The Gables,False,,,https://photos.zillowstatic.com/fp/7173e1cf5a3a0964ed548d3169680f9a-p_e.jpg,True,,,,/b/2280-sw-32nd-ave-miami-fl-5XjB7q/,,,False,,False,"2280 SW 32nd Ave, Miami, FL",False,False,False,,131084349.0,25.748697,-80.24664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.748697--80.24664,1001447781.0,3.0,2.0,1241.0,2.0,Shamrock By The Gables,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,43850890,"$850,000",$850K,3.0,3.0,1161.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/74ea15e8c04542467f979e7ce266e77d-p_e.jpg,True,False,,False,/homedetails/2350-SW-18th-St-Miami-FL-33145/43850890_zpid/,ForSale,For Sale (Broker),False,False,False,"2350 SW 18th St, Miami, FL 33145",False,False,False,,131084349.0,25.754873,-80.2331,,,43850890.0,2350 SW 18th St,33145,Miami,FL,25.754873,-80.2331,850000.0,3.0,3.0,1161.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,819092.0,4700.0,,True,,False,False,FOR_SALE,850000.0,,True,False,False,USD,USA,474029.0,6650.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"From $450,000",,,,,FOR_SALE,500 Brickell,False,,,https://photos.zillowstatic.com/fp/e99c036a1e240ab653e9fc5523bcb563-p_e.jpg,True,,,,/b/55-se-6th-st-miami-fl-5XjJ3t/,,,False,,False,"55 SE 6th St, Miami, FL",False,False,False,,131084349.0,25.76844,-80.19138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.76844--80.19138,1001461994.0,1.0,1.0,738.0,4.0,500 Brickell,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"From $439,000",,,,,FOR_SALE,4250 Biscayne Boulevard C,False,,,https://photos.zillowstatic.com/fp/9c70d6c51d786840a6132f1f6e9e7ef1-p_e.jpg,True,,,,/b/4250-biscayne-blvd-miami-fl-5YDz8F/,,,False,,False,"4250 Biscayne Blvd, Miami, FL",False,False,False,,131084349.0,25.815603,-80.189224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.815603--80.189224,1004367417.0,1.0,1.0,640.0,12.0,4250 Biscayne Boulevard C,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2084343590,"$650,000",$650K,7.0,4.0,1435.0,FOR_SALE,Multi-family home for sale,False,False,False,https://photos.zillowstatic.com/fp/5b74f5bb030792a85c889edcdcec682a-p_e.jpg,True,False,,False,/homedetails/1084-NW-55th-St-Miami-FL-33127/2084343590_zpid/,ForSale,For Sale (Broker),False,False,False,"1084 NW 55th St, Miami, FL 33127",False,False,False,,131084350.0,25.82547,-80.21323,,,2084343590.0,1084 NW 55th St,33127,Miami,FL,25.82547,-80.21323,650000.0,4.0,7.0,1435.0,MULTI_FAMILY,FOR_SALE,-1.0,False,False,621739.0,1997.0,,True,,False,False,FOR_SALE,650000.0,,True,False,False,USD,USA,,0.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,156369401,"$799,000",$799K,5.0,3.0,2444.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/8c3cf85645963ae8c34ef7eae255e6ef-p_e.jpg,True,False,,False,/homedetails/15210-SW-173rd-Ln-Miami-FL-33187/156369401_zpid/,ForSale,For Sale (Broker),True,False,False,"15210 SW 173rd Ln, Miami, FL 33187",False,False,False,,390284350.0,25.604965,-80.43855,3D_HOME,3D Tour,156369401.0,15210 SW 173rd Ln,33187,Miami,FL,25.604965,-80.43855,799000.0,3.0,5.0,2444.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,799000.0,,True,False,False,USD,USA,532736.0,5000.0,sqft,False,,,,,,,,,,,,,,,,1685430000000.0,"$1,000 (May 30)",-1000.0,,,,,,,,,,,,,,,,,,,,,
23,,"From $475,000",,,,,FOR_SALE,1060 Brickell Condominium,False,,,https://photos.zillowstatic.com/fp/3cfe7f3c21e4778934024961bd9b95f8-p_e.jpg,True,,,,/b/1060-brickell-ave-miami-fl-5XjYvw/,,,True,,False,"1060 Brickell Ave, Miami, FL",False,False,False,,131084350.0,25.763273,-80.19219,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.763273--80.19219,1001495316.0,1.0,1.0,731.0,3.0,1060 Brickell Condominium,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,44340844,"$499,900",$500K,3.0,2.0,1473.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/e9b4deac7c7db1b68f682ab3a8395372-p_e.jpg,True,False,,False,/homedetails/18283-SW-139th-Pl-Miami-FL-33177/44340844_zpid/,ForSale,For Sale (Broker),True,False,False,"18283 SW 139th Pl, Miami, FL 33177",False,False,False,,3759884350.0,25.597427,-80.4183,3D_HOME,3D Tour,44340844.0,18283 SW 139th Pl,33177,Miami,FL,25.597427,-80.4183,499900.0,2.0,3.0,1473.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,489697.0,2932.0,,True,,False,False,FOR_SALE,499900.0,,True,False,False,USD,USA,374749.0,4538.0,sqft,False,,,,,,,,,,,,,,,,1684911600000.0,"$20,000 (May 24)",-20000.0,,,,,,,,,,,,,,,,,,,,,
25,44193266,"$645,000",$645K,4.0,3.0,1668.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/32303a9ba9fed30b9bdc70b179e70b1c-p_e.jpg,True,False,,False,/homedetails/9155-SW-27th-St-Miami-FL-33165/44193266_zpid/,ForSale,For Sale (Broker),False,False,False,"9155 SW 27th St, Miami, FL 33165",False,False,False,,131084350.0,25.745258,-80.34343,,,44193266.0,9155 SW 27th St,33165,Miami,FL,25.745258,-80.34343,645000.0,3.0,4.0,1668.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,621559.0,3988.0,,True,,False,False,FOR_SALE,645000.0,,True,False,False,USD,USA,401952.0,7500.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,44288055,"$525,000",$525K,4.0,2.0,1548.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/26f4441746c57616537cf55723810db7-p_e.jpg,True,False,,False,/homedetails/14700-Pierce-St-Miami-FL-33176/44288055_zpid/,ForSale,For Sale (Broker),False,False,False,"14700 Pierce St, Miami, FL 33176",False,False,False,,303884350.0,25.632671,-80.36984,,,44288055.0,14700 Pierce St,33176,Miami,FL,25.632671,-80.36984,525000.0,2.0,4.0,1548.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,525000.0,,True,False,False,USD,USA,279062.0,7400.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,44194294,"$899,000",$899K,4.0,4.0,2416.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/0d2bf1e35f289e7217fff00fc7e4f3d7-p_e.jpg,True,False,,False,/homedetails/9371-SW-25th-St-Miami-FL-33165/44194294_zpid/,ForSale,For Sale (Broker),False,False,False,"9371 SW 25th St, Miami, FL 33165",False,False,False,,131084350.0,25.746613,-80.347404,,,44194294.0,9371 SW 25th St,33165,Miami,FL,25.746613,-80.347404,899000.0,4.0,4.0,2416.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,899000.0,,True,False,False,USD,USA,432425.0,7500.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"From $295,000",,,,,FOR_SALE,The River Club,False,,,https://photos.zillowstatic.com/fp/a6f4afb561cd1e5214067bd5c0fd5004-p_e.jpg,True,,,,/b/1901-nw-south-river-dr-miami-fl-5XhxPL/,,,False,,False,"1901 NW South River Dr, Miami, FL",False,False,False,,303884350.0,25.785172,-80.22656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.785172--80.22656,1001422032.0,2.0,2.0,1000.0,4.0,The River Club,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,43807054,"$650,000",$650K,5.0,3.0,1762.0,FOR_SALE,Multi-family home for sale,False,False,False,https://photos.zillowstatic.com/fp/7c0e1b40bcd4edf85f32b08da3757cad-p_e.jpg,True,False,,False,/homedetails/71-NE-67th-St-Miami-FL-33138/43807054_zpid/,ForSale,For Sale (Broker),False,False,False,"71 NE 67th St, Miami, FL 33138",False,False,False,,131084350.0,25.836636,-80.194756,OPEN_HOUSE,Open: 6/17 2-6pm,43807054.0,71 NE 67th St,33138,Miami,FL,25.836636,-80.194756,650000.0,3.0,5.0,1762.0,MULTI_FAMILY,FOR_SALE,-1.0,False,False,610606.0,6147.0,True,True,6/17 2-6pm,False,False,FOR_SALE,650000.0,"[{'open_house_start': 1687035600000, 'open_house_end': 1687050000000}]",True,False,False,USD,USA,288370.0,0.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,247698051,"$352,000",$352K,3.0,2.0,1200.0,FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/b428a33bf81ea276789c18bba685ba8e-p_e.jpg,True,False,,False,/homedetails/1842-NW-33rd-St-Miami-FL-33142/247698051_zpid/,ForSale,For Sale (Broker),False,False,False,"1842 NW 33rd St, Miami, FL 33142",False,False,False,,24927884350.0,25.80642,-80.22672,,,247698051.0,1842 NW 33rd St,33142,Miami,FL,25.80642,-80.22672,352000.0,2.0,3.0,1200.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,,,,True,,False,False,FOR_SALE,352000.0,,True,False,False,USD,USA,136928.0,3718.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
